filename,sign
e50aa50d-9160-4017-b0ce-faa0a73eb65f.png,1
b8c5e037-91e0-4cc9-b103-5ee50fc2f01d.png,0
4f560d9d-469b-41d3-945c-0681ad0c1a1f.png,1
1272d483-d7bb-490f-be91-72f7cb69c0b0.png,0
2798642a-583d-4c75-ab4b-55aa7e02c2f1.png,0
5beadd74-dab1-4df1-8b29-c2642287a229.png,0
7e773307-762c-4ead-8c47-9e2fd715723c.png,1
d2f7b4ff-96f6-4d35-ac80-7e538128c507.png,1
a7c688d6-3d35-4824-86cb-d9bffb51b3f2.png,0
229d5c97-9247-4443-851e-d38aa723458a.png,1
1a131446-73ee-4aa5-9d17-6f26bd24e2f7.png,0
81964029-028c-4a5e-9b30-bc75579bfa0b.png,0
d29b6c1f-2399-4d80-b84f-9665c87d24aa.png,1
a33be198-cf14-4907-baae-8222f9cc42b5.png,0
d7bfa6b4-1784-4ec2-bd00-0df1ba793985.png,0
dd52e8e0-18c0-4ea5-9077-d4e4e9d1563c.png,0
279ff548-e2f6-4042-b6f7-48811faf9ee4.png,0
831e650f-a8d5-4c92-b180-b1f10054ebf6.png,1
cc41ad68-7bd3-43e0-92b0-0fc35d0d3577.png,0
6795aae3-6c00-4c3a-9b66-cc22825e8617.png,0
16850f37-acde-4627-8d9e-018e430ba8e5.png,0
5f94fb87-7463-4cd0-8f1b-6ac60cb7e11d.png,0
7baa02de-3907-4948-abad-bc8741c55bd9.png,1
9034c781-48a0-40f5-a0bb-2eb48ec7b22b.png,0
2548ded7-6451-4381-a9ba-57ffefb508a2.png,0
1f75a07a-5833-4769-a0a3-23ae868ece86.png,0
c690cb7a-4d14-415e-b0ac-8476aec62147.png,0
01582083-9f82-44aa-8cd0-9525d7f9e797.png,1
96890759-785e-482a-b54d-207dd3213a30.png,0
5babf05c-95d1-42bb-8c9b-08793e2c8ad0.png,0
815b1ad3-0e14-4586-b6e1-836c02ef4e2b.png,0
cd1a7f2c-ffe0-4175-bc73-82d8019dd584.png,0
04028c1a-872c-45b0-acce-30d8998f85cb.png,0
8708147f-1273-44ee-af88-d95e5a9be1a7.png,0
765bbae6-9288-4f06-80a5-ef097969c5d4.png,0
bd5f66bb-0ae9-441e-bd61-04d875d086d4.png,0
b627764c-aed4-4f3b-94e2-5ba8e8d4600c.png,0
a372d08c-62cb-4a32-b9a4-5d83402d2cbd.png,0
8dc8d71d-6864-41f8-9e20-68cb7c920146.png,0
e2e6c865-2a55-41d8-83a3-b007a7379602.png,0
f13141d8-f607-47cc-8930-3c0e16d9995b.png,0
4568d927-dbf6-4d77-81a8-2edde5ed5e00.png,0
6643f41a-f13a-42f8-bc6e-d2cf13b09028.png,0
541a6f0b-bd83-48d0-b972-1246a03969e2.png,0
23c10d4a-a73b-4bde-bd19-c7f94dcffd12.png,1
098679a0-be66-4386-89b3-dd1e61549e0f.png,0
7a909dfc-d725-4de5-b763-f2d5d97addea.png,0
5aa3e9d9-86a4-4bd0-a2c3-0f5d41512934.png,0
dc3e0652-3d3d-47f1-b919-0c61b3becbf8.png,0
3a41d81f-acac-4792-8b4b-410ba8b0d796.png,1
68eb8e90-2d48-4376-a145-3a095328128b.png,0
d59c3e86-3b96-459a-bfe3-513168ce927e.png,0
d09f7c6a-d9a6-438b-8b6a-85ea838501e6.png,0
e7b9c101-e86c-46ac-8fee-a66db03ddccb.png,0
3524f653-5046-4f48-b05d-af9e17119353.png,0
890fa1e1-539b-479b-a149-bf08b51973fc.png,0
daaf1866-a678-408c-a29d-0b97bf2aa595.png,0
93296b26-582d-44fb-8cbf-2a5f65727c3f.png,0
17add571-6f8b-493d-8cfc-d57650baef3b.png,0
534652d7-c97e-409b-be39-40ec2198971f.png,1
b7c96f10-30e2-46e0-ade7-d424dea3870b.png,0
0f05410c-23d3-46a8-ad6e-196574c867a0.png,0
90dd67b6-654b-49f5-a1f1-6b8fc74f1fbf.png,0
a52de579-2e2f-4f93-bf97-e5b8d6e39f47.png,0
fd7d8086-9ba2-43d5-97de-8c5a4eba0925.png,1
d62d491e-29e6-4fe5-bd8f-820a5e51cdcb.png,0
f3e3ffeb-07a4-4041-ac71-70151758adcd.png,0
bad2d96b-f81f-4596-802a-a282291956b4.png,0
57978217-64c9-4fc6-bfa2-74db6b7bb260.png,0
406d283a-e1ff-490c-a5df-69f4524c2e05.png,0
f105305d-7e9e-4f93-afaf-cb2de2ff338f.png,0
610f34b3-421c-49f3-8252-c828984f9f0a.png,1
eaabd99a-8f32-421d-a810-c4f18f7d8ccf.png,0
b4e5e6ff-69e0-40f9-953c-9e629891de38.png,0
c8f5d36e-6e1c-4ea0-bbb3-81461e73958f.png,0
abb32304-bf6b-40a8-a0f3-5de7a2c60002.png,0
5adeb869-ec4e-44d8-a23e-007ab355cc96.png,0
b876a866-5b89-4da3-ae9d-1e18f1e989a5.png,0
b733ee51-8af5-4072-9a50-5918fe8320b0.png,0
f1f46a77-9850-4dae-8976-0417e840e1ce.png,0
2d4b48f4-b218-4674-b905-0f26fb3fb4ec.png,1
fcb130fa-47d0-45e4-b2a4-ef1b7f7f03c6.png,0
7048337c-da07-4939-a318-fc441ee2f849.png,0
d5aa25b4-f159-4274-a347-ad8566e0f61d.png,0
d7052e87-a6d4-4efb-b710-bb9f17fbeaab.png,0
0865586c-2779-488f-b7ce-0bfe54aecf3a.png,0
e9302947-2e10-425e-991f-ca8c49151de6.png,0
49dadf3d-7298-4f76-a5a3-13effcd74374.png,0
5ba8327b-b7ce-418e-a124-676ef069708e.png,0
acdd437d-9cf9-4300-8fdf-ce7a35111089.png,0
2871bbc0-4957-46e6-89e3-d1cd55531195.png,0
fc749e01-91ba-415b-b497-4211874b97eb.png,1
7a94907f-d110-4b4f-a247-1197019239e8.png,1
7ff431ba-37c7-46d7-afad-80760d50a235.png,1
ca9d3396-c133-4f9a-8e8c-a59a3729d2e2.png,1
1deed866-85b4-44b2-a1d0-61a3190d0b03.png,1
3490c796-5a25-4a0c-9c47-09db823bc590.png,0
e36dc81d-d9ca-49fb-a1b0-4568cd063e53.png,0
031c4c54-de43-46e4-9056-af96e22d608f.png,0
bb7b9f31-6415-4a56-b0f7-d9ea1ae23e50.png,0
e1a3232a-154c-4984-9783-5b98531fce6c.png,0
e31ad7b5-2381-42ab-bd58-21a5013cb3fd.png,0
1a96ba04-129b-4ed3-8968-1408e0090422.png,0
5b5875f0-47e9-4e02-878b-1d99cbb7025f.png,0
94af6c9d-d15e-4474-8f9a-826d77f7d9bc.png,0
fccf515e-cbd1-46c3-80f3-9eff42d8f32c.png,0
cb20d438-70db-4455-b4e5-07feb306b5b7.png,0
1108b821-a5fe-44dc-b249-f94fcb7c566e.png,1
c2ea6421-5abd-4602-9634-1037e240e133.png,0
05e0af53-fb0d-47c5-86f6-e47bf01a2924.png,1
7cc3378d-3dc1-44a9-a071-4d57ec5eb5fa.png,0
cbd880dd-2117-4620-8add-87c1090813de.png,1
026e1134-2489-4eb2-9930-2c94e592a33e.png,0
63475c64-3480-46a5-9e20-253523e965bd.png,0
9f107b86-933b-460c-8113-cf6b0754e076.png,0
d1bbec18-2fb1-4a10-b2ae-31c49cba28a0.png,1
62dfa14f-c6e8-45c9-b861-55f6f44b59d0.png,0
72149a06-875a-4ddf-81fa-5de77252d32b.png,0
ffd61ceb-e5eb-45ba-aa29-2daf9e7376fa.png,1
be0a5a08-f9aa-4d8f-ad65-083c0e125b24.png,0
7041877f-303a-4a90-bf96-fc56e5d09390.png,0
8a006c46-7a02-4f0d-8c21-e9b206f053d2.png,0
d118fde9-dd01-41d3-8ddd-154f10d10baa.png,0
254d809e-ca15-4c01-9af6-d7edb4156fa4.png,0
e882bfa0-a3ca-4da4-808b-64fcfa796014.png,0
36e19233-2cbb-4008-8040-791edd485eb0.png,0
797e8277-388d-4a94-93f4-5a57b413b856.png,0
c304b29c-2b6f-4137-9d7b-92ebb28e0974.png,1
a4546f0f-6fa3-4cf3-810c-2354ff0cc1ea.png,0
b5fc15c6-a0ac-4d43-9422-40331fdff967.png,0
80e35b7e-b07b-4a07-87d6-87d509a8b987.png,0
bebb4149-f8ad-4f6c-a325-e63b327b263b.png,0
746ec011-acec-4f81-82a5-285a2208588a.png,0
8ca86f0f-ff02-43f0-86f3-3aef62ded48b.png,0
f21f869a-f8da-441a-97b8-235b27f2d5cf.png,1
ee9819d6-57ae-435c-9fa0-de6ae228295f.png,0
53379bab-141a-4acc-a75a-4726ee9cf349.png,0
31cacc72-1086-4745-a25a-80fedcc287e3.png,0
b1db3c23-59f6-4378-8dd4-60ef11c961e4.png,0
11011d48-8b16-4090-bda5-fb69eaa38128.png,0
51237224-f305-429f-b70c-5ef74489d7bf.png,1
6b24f0d6-e891-46db-8a5b-b97ec49d7c0c.png,1
190c59a9-0ce5-4a8d-a778-6a5f2b8034b4.png,0
33802869-a579-4cc6-b5ce-33075f503368.png,1
ced4300e-d865-47fc-9289-a7e913e49f06.png,0
c1cdf3aa-7c54-41ed-917c-210a0ad6f928.png,1
61dea5c7-4ce6-4a58-8ca7-4d23971403be.png,0
c10379a8-4b04-4fc6-8838-96852ee0bda4.png,0
f7e28038-2e03-4067-8ddc-c13f2775e027.png,0
f7127530-11a9-46bf-8572-1f47bea80259.png,0
98349032-db38-4f89-a73c-bbe432fdda11.png,1
41629bf1-f15c-4243-9c1a-00882e8c7c84.png,0
dbbe8e25-9f86-40d3-a30d-6b97890b5122.png,0
cecc29ad-a450-416e-836a-b94cccdb1740.png,1
a1e56151-55ad-456f-a7be-3845e1e14622.png,0
739cec8f-3e3c-49cc-a197-776746aa24bb.png,0
9d0ce676-026d-4092-85bd-78fde225d3bb.png,0
7680b5d3-34e2-48e6-be6f-31b3cd4405c1.png,0
1288a6d6-1d72-435b-ad58-f819ef990e2f.png,1
4adfc0b4-61fd-402f-8cef-3f1e5c629e01.png,0
823c87fb-5660-44f6-bd06-956c91d12405.png,0
41c290f4-fc76-4626-a0da-d4fb7949558b.png,0
e13340a7-49a6-4ee7-82ce-923f8235cf28.png,0
b2ac0631-774e-43d4-804a-7559408571ce.png,0
8436d0a4-7508-4295-abc0-9843d2db8b6f.png,1
f5ed0007-8d2a-43b5-b027-7293a00098e9.png,1
f2e86bde-c56e-4839-a60b-9ec8eb45004a.png,1
c7857eb4-733f-4b7e-97a1-89d3044479c4.png,0
943fb02c-0235-4893-9ada-88eef556962d.png,1
230803bc-ea67-463d-a136-8bb3c8609ae9.png,0
eccb490d-7b61-4081-8e3d-05919fa8798e.png,1
310dfa70-9fec-4729-bd90-da00b7550cf3.png,1
76d2e05e-9f95-463f-b618-d0193dde3f27.png,0
f83416f3-db3f-4e6e-beec-c4b9e1591694.png,0
6004c5a9-05e3-4eea-baed-0b627a6822d7.png,1
